PassengerId,age,salary,department,years_at_company,performance_score,promoted
1089,29,56114.36781268945,Finance,0,4.723108110867344,0
1090,40,57054.75226372533,Marketing,1,6.876756297171454,0
1091,35,58925.98110878904,IT,4,6.21657187505323,0
1092,44,59441.66645235238,Sales,0,1.1999663382302237,0
1093,27,70914.4431545547,Marketing,0,9.89685988341136,0
1094,31,60779.18828710949,Finance,13,1.3728527993744897,0
1095,31,70989.6011582337,IT,10,9.710224638836365,1
1096,20,58789.251298371266,HR,4,5.9487776052795835,0
1097,37,61179.52785474136,HR,1,9.668431243585598,0
1098,-999,30026.989732018385,Finance,7,2.032782394724519,0
1099,35,73744.91512053722,IT,0,5.413676672669618,0
1100,32,65197.32713846989,Sales,14,2.5255368267945277,0
1101,20,74970.15164789479,Marketing,6,1.4587738932019816,0
1102,30,16556.169327094663,IT,6,6.557762035560804,0
1103,31,91325.62057171091,HR,5,2.870050788655223,0
1104,26,57906.15557767239,Finance,1,6.289273164587914,0
1105,33,76622.74225106275,Finance,9,2.0112803375408705,0
1106,39,44401.411093117036,Marketing,10,3.987878242894325,0
1107,53,69191.60857593855,Finance,10,8.034693022479225,1
1108,36,44198.76655239516,Finance,2,4.933463696579689,0
1109,37,50643.465589562926,IT,8,6.649708734076027,0
1110,34,88710.4703080018,Sales,8,6.827121466709913,0
1111,15,57139.7639885498,?,13,8.593795395885643,1
1112,34,63261.49309769584,IT,5,3.9243051496597716,0
1113,35,73051.01596033131,Sales,5,7.185660063242658,1
1114,59,67435.22831958906,IT,9,9.654542263415491,1
1115,33,62256.28357715365,IT,9,7.5721900092208125,1
1116,38,65474.41503699338,Finance,7,5.4088342904597,0
1117,34,96051.23377857413,Sales,6,6.676457000427363,0
1118,23,59135.71804449622,Marketing,7,7.657146079867974,1
1119,46,63016.485700724515,Marketing,12,6.510481891244852,0
1120,42,75759.81594011417,Sales,6,1.1500823214085525,0
1121,42,76582.88899436976,Finance,14,,0
1122,25,77805.4545834057,HR,7,8.294213954939195,1
1123,49,69580.95333043777,IT,14,3.453855825812362,0
1124,20,42854.92630904275,Finance,12,7.584059076050205,1
1125,40,84501.47298451644,Sales,5,4.3490819371752885,0
1126,56,42804.81910471968,?,12,5.696958953421489,0
1127,25,,Marketing,1,1.6117596983746334,0
1128,29,48685.86224970963,HR,13,2.6310300494473857,0
1129,35,59037.92480110511,Marketing,9,9.61477267167311,1
1130,29,64931.436154552204,Sales,0,9.011242481022226,0
1131,19,64820.35823175409,IT,9,6.870475998091452,0
1132,35,66328.81131352927,Sales,14,5.136801376471636,0
1133,24,84205.6690358797,IT,1,7.0818516360570145,0
1134,39,66803.0145227097,Finance,8,6.567492601845451,0
1135,25,56337.65047064027,HR,11,6.116970300441508,0
1136,50,74461.30752432536,Finance,12,1.5325936467718764,0
1137,27,77842.05733386961,Finance,6,6.695223495953562,0
1138,31,41585.882772945115,Sales,3,7.9202804011405155,1
1139,43,,HR,0,9.94673489181018,0
1140,22,70517.59113466347,IT,8,1.0997069733487872,0
1141,37,55536.54744960012,IT,6,7.57156107979609,1
1142,48,80635.6021996743,Marketing,14,6.146103843423824,0
1143,18,57749.1661945121,IT,0,4.90646958472861,0
1144,36,61883.64680207313,Sales,10,2.148131571142338,0
1145,37,,Finance,0,4.681766337713886,0
1146,42,60233.685713722014,Finance,2,4.1893946468752175,0
1147,22,43555.87369657197,Finance,6,3.7254690008086797,0
1148,21,,HR,6,7.577916609899869,1
1149,40,83917.57594837458,IT,10,7.306529691558374,1
1150,37,47295.57977522508,Sales,13,6.301180818828204,0
1151,37,45129.114758155396,HR,9,9.44798331964035,1
1152,38,27699.148295944276,Marketing,14,4.14868945762769,0
1153,28,50415.57378465746,Sales,13,3.194217439391616,0
1154,37,40153.653098887524,Sales,8,6.9031298178855955,0
1155,37,84630.22740204554,Sales,12,2.7893265484366268,0
1156,27,75147.25634013952,Finance,9,3.8350945646508214,0
1157,53,49677.74482233414,Sales,1,3.0214219606739636,0
1158,39,93786.53708016463,IT,11,1.622382109466511,0
1159,23,74726.48230487392,Sales,1,8.447488674721061,0
1160,41,55127.529247370665,Finance,8,3.2908648862949503,0
1161,25,22508.9142768964,Sales,10,5.257247530087186,0
1162,42,94364.13858886113,Marketing,0,1.3898374592888074,0
1163,46,39156.41299854606,Marketing,3,7.294055196273788,1
1164,26,35319.018795646625,Finance,13,3.975049020756617,0
1165,44,75338.5564801446,IT,9,7.70263055046289,1
1166,39,96596.28609508909,IT,3,4.7116275442107955,0
1167,43,80764.09227765776,HR,10,2.7618004576506214,0
1168,53,68458.63680078539,?,8,5.618575740538323,0
1169,32,68921.31512497929,Sales,7,2.174541036736958,0
1170,27,72801.23338170462,Finance,14,4.964852438856953,0
1171,26,71383.92884680147,HR,10,3.8557492967843787,0
1172,26,64217.87135954064,Finance,5,9.207636257796699,1
1173,34,61563.01655927814,Finance,12,1.5483584954864795,0
1174,38,59061.103081507164,?,13,7.2461567269516785,1
1175,37,,IT,1,2.644760493886923,0
1176,43,55789.87384699839,Sales,3,3.8714056689901586,0
1177,35,34605.64778706922,HR,3,4.739626567558593,0
1178,49,58524.90559807875,Marketing,10,9.172135804374768,1
1179,32,45171.133392736236,IT,9,3.1832043946644264,0
1180,62,43446.160241763435,Marketing,9,1.821779222902032,0
1181,41,62698.41226730218,IT,14,3.868206435914712,0
1182,26,80880.034295169,Sales,11,1.9420837348198001,0
1183,24,73774.74909003469,Sales,1,2.1573683736449727,0
1184,39,36442.490945652346,Finance,5,6.1646553817752405,0
1185,32,45155.57795144494,Marketing,6,1.54811739789544,0
1186,42,74111.56781982323,IT,5,1.2783779325420943,0
1187,39,45262.68909692536,Sales,10,7.42972691323448,1
1188,34,56630.50275004463,?,13,4.2548238535694,0
1189,26,68250.78148536828,Sales,4,2.1283781431048596,0
1190,19,45474.83317704547,HR,8,,0
1191,30,,IT,11,6.778778566171591,0
1192,43,,Sales,6,3.479829104267661,0
1193,37,50979.48534073179,Sales,2,5.450690126083671,0
1194,22,64796.72901213806,IT,7,2.0952577605400506,0
1195,36,36105.09399702496,Sales,0,6.292842738449023,0
1196,38,66607.12106940598,HR,14,3.8446991545893767,0
1197,26,59705.433016099785,Sales,1,,0
1198,36,68287.34931625721,Marketing,6,8.275553940736206,1
1199,35,63358.712010969924,Finance,7,6.504817774509932,0
1200,23,80462.10644960766,HR,14,3.661728063355186,0
1201,38,61878.36753971861,Marketing,2,3.3016933139347033,0
1202,40,53558.91688312121,IT,1,3.9467886286010323,0
1203,45,61834.46254548425,HR,0,2.481584619128544,0
1204,45,68149.47043554582,Finance,2,2.630546657650181,0
1205,21,60732.901054885566,Finance,3,8.11621991710151,1
1206,25,,IT,9,4.462593188567005,0
1207,40,49470.12468289867,IT,3,4.923956625135272,0
1208,40,50056.48623673578,HR,0,6.3464451901013,0
1209,40,38960.920923004596,Sales,12,6.306881456363929,0
1210,73,86243.65114780409,IT,5,1.6063918436973315,0
1211,40,41342.051469130725,Sales,5,8.48386707703899,1
1212,46,49606.42203306139,Marketing,4,2.595938979015455,0
1213,44,49223.89101646204,Finance,14,7.50764472444702,1
1214,41,73423.86565416661,Sales,2,7.954038893153499,0
1215,31,55575.75482561958,?,13,7.434095806821823,1
1216,42,78716.131090106,Sales,11,6.210798818987307,0
1217,27,49897.640636341974,Marketing,1,1.1314809739799458,0
1218,32,64184.91243335703,IT,14,4.2433794312685365,0
1219,30,47469.794201103636,Marketing,4,6.4435548642632305,0
1220,35,92177.23691660083,IT,1,,0
1221,58,42186.023714557305,IT,12,8.771319054215319,1
1222,-999,64647.31065340541,Finance,10,3.779220478146538,0
1223,41,,Marketing,9,3.641813132127944,0
1224,18,66206.98646177247,Sales,2,3.3939792378339217,0
1225,30,57220.68511683438,Marketing,7,3.9950278206471594,0
1226,45,58052.689503998605,Finance,11,,0
1227,35,60657.17207968664,IT,4,7.363137648453317,1
1228,24,57794.96997557267,Finance,4,6.963111259649066,0
1229,27,74458.18675192364,HR,0,8.269460379833315,0
1230,41,93157.84502387026,HR,2,8.973225959476824,0
1231,27,51637.623224882496,Sales,13,8.34471138109016,1
1232,37,39452.95530631383,Finance,6,1.1705086303691912,0
1233,35,58675.76927473118,Sales,14,7.623261581967899,1
1234,28,98695.64006481477,Sales,5,2.8755961625649844,0
1235,56,47944.88148045404,HR,10,2.1963523843718438,0
1236,41,84586.75208166102,Sales,4,6.74639906319222,0
1237,14,85165.51221114662,HR,5,3.877688758669254,0
1238,36,51696.176374380084,IT,2,1.5140544703339893,0
1239,28,68534.74618777914,Finance,5,2.238667609585252,0
1240,-999,,Sales,8,1.0083647518296495,0
1241,27,54313.08388518769,HR,14,9.129012646102366,1
1242,33,56946.29459846457,Marketing,9,1.2215618545711473,0
1243,40,51274.786290770346,Sales,2,2.8851019255855994,0
1244,43,44778.649039607,IT,0,4.746365026191166,0
1245,22,,IT,1,4.209141933557372,0
1246,31,41640.89599856615,Marketing,8,9.20553289221498,1
1247,30,60511.25202388839,HR,11,1.362600511610879,0
1248,28,48450.40153412038,Sales,14,5.609932369093464,0
1249,52,63506.788676861215,HR,0,7.124315162719366,0
1250,39,,IT,7,9.38528176313052,1
1251,22,64963.20348321686,HR,7,6.58334126911349,0
1252,44,72502.93442413387,IT,9,,0
1253,56,30093.96536142817,HR,8,1.7535244406081356,0
1254,45,65610.84854771358,Marketing,10,4.473455598432347,0
1255,19,78415.03488709938,Finance,9,4.365524210311607,0
1256,30,41855.38471963192,Marketing,1,,0
1257,47,85088.58580256555,Marketing,11,2.3623405413694742,0
1258,27,66285.28514049068,Finance,1,2.3669755510296726,0
1259,39,49424.82216362387,Finance,10,3.957023348972186,0
1260,42,59163.46383513441,Sales,6,,0
1261,25,68374.90368782583,Sales,7,2.6421223658724102,0
1262,34,61140.080871186176,Marketing,13,9.686886746911616,1
1263,2,68081.33988669554,Marketing,13,4.853655458804555,0
1264,24,46189.89610380951,IT,12,6.688172875801928,0
1265,32,62540.41236054117,IT,7,7.535001334101732,1
1266,22,38794.2825464253,Sales,11,4.302652663064804,0
1267,51,58331.60907976949,Sales,7,2.3250436696946526,0
1268,20,46441.38537802815,IT,13,2.8592291459960273,0
1269,30,48967.050861153504,IT,6,3.819398289225493,0
1270,36,78541.39762815656,HR,14,6.724615783170031,0
1271,49,76369.65180891403,HR,13,4.58452494180149,0
1272,20,69137.07181360766,IT,11,1.0613322811011532,0
1273,46,43615.308529911315,HR,4,5.710664665607247,0
1274,35,55253.87325457797,Finance,1,9.29362052716676,0
1275,25,78196.46549968775,Sales,12,8.308698499078112,1
1276,39,62125.753704598574,Sales,2,8.42690234133668,0
1277,36,94789.94309972541,IT,12,8.155522158455181,1
1278,28,65899.76759091558,Marketing,7,3.913577430493813,0
1279,35,62880.73674735047,IT,6,7.886744503789528,1
1280,-999,,HR,13,2.288452220300737,0
1281,36,62003.11357173423,Marketing,9,6.919445325483582,0
1282,41,,HR,8,6.77411710016495,0
1283,50,70621.63015032886,Finance,8,1.2301281918076121,0
1284,22,74350.53475191876,HR,5,,0
1285,56,48210.158092380756,Finance,11,9.129232945856176,1
1286,15,40031.50569663333,Finance,3,3.406737506248969,0
1287,33,32456.919403450553,HR,14,8.311516517675358,1
1288,40,67619.86990368816,HR,13,1.741653746757534,0
1289,37,43449.50090739189,Finance,5,6.399710724349594,0
1290,28,27706.64110571276,Marketing,10,5.370821788008494,0
1291,32,65828.67906796446,Finance,8,5.913311799781,0
1292,30,97394.99276149186,Sales,5,9.335846816959105,1
1293,29,59908.9363269016,Finance,14,8.841837225221681,1
1294,43,72577.36161677462,Marketing,0,8.065752915157812,0
1295,38,,Sales,3,3.463286119105339,0
1296,28,58516.65520213286,IT,7,9.206367658174825,1
1297,43,73786.14724481653,IT,7,1.8775692321748774,0
1298,38,55645.88183717023,Marketing,8,8.67996294902909,1
1299,43,64010.88471107854,Finance,11,3.9534406511824702,0
1300,41,64825.467092940205,HR,9,1.4839508049578503,0
1301,26,49978.64319535427,Marketing,9,7.0242128581667345,1
1302,29,74880.63524304784,Sales,0,3.081519354843599,0
1303,42,57375.60364956887,Sales,5,3.192140132781687,0
1304,41,48663.82260760733,IT,3,3.7544244960589435,0
1305,34,68047.64765355605,Sales,3,,0
1306,36,46522.98027313444,Marketing,8,2.594144297784286,0
1307,47,60422.717360536924,Sales,2,1.0462566482700426,0
1308,29,59863.21505033695,Marketing,4,5.008685689952081,0
1309,40,,HR,3,1.7582983967617416,0
1310,32,67120.47349319929,IT,14,7.143873445397791,1
1311,32,59624.595618822845,Sales,14,3.1206056607248356,0
1312,45,,Marketing,9,9.492167296316595,1
1313,43,80853.1132352597,Finance,13,8.841264646587874,1
1314,43,68367.15459527794,IT,11,3.6049680547138743,0
1315,48,60155.28929765071,HR,8,8.048939091910109,1
1316,35,,Marketing,0,8.229204141983256,0
1317,41,44023.29505386941,HR,11,9.879068027029694,1
1318,31,55421.629434679984,HR,10,6.380559881611164,0
1319,38,50857.31696761075,?,9,1.7376916117929597,0
1320,33,57195.43045521831,Sales,11,6.821535060337428,0
1321,35,60849.74887345661,Marketing,7,6.624817735384317,0
1322,40,67945.39131535096,?,10,,0
1323,26,58942.518329113635,Marketing,14,3.7643108329379036,0
1324,55,67297.52465739303,Finance,5,8.737116265722996,1
1325,24,60967.1162221518,HR,10,9.635249646598707,1
1326,22,30368.00150469193,IT,7,2.959412616803364,0
1327,46,45909.96909271869,Marketing,10,1.7933694232298,0
1328,42,57838.686664175766,Marketing,11,2.7508152985163568,0
1329,41,41854.578857383385,Finance,0,8.38496925330147,0
1330,41,68998.93094994307,HR,9,7.089801713378628,1
1331,34,82961.26248515546,HR,3,6.7244260810521395,0
1332,26,78281.42777545974,Finance,10,4.6161382159848205,0
1333,35,56798.35693604688,HR,7,6.200451743602922,0
1334,28,82360.89205274929,Sales,11,3.7708671274693066,0
1335,44,62230.01185803167,IT,1,5.294800714761651,0
1336,33,54943.71043322941,Marketing,9,8.137567255335902,1
1337,26,50798.960046885906,IT,4,9.83117437709916,1
1338,31,55462.95470267808,Marketing,12,9.392400312308217,1
1339,39,54177.34772188157,Sales,13,9.404793485616239,1
1340,29,62556.243335632316,HR,14,4.620013613624011,0
1341,26,62408.60971574797,Finance,11,5.219108924561119,0
1342,37,60045.69030230122,Sales,11,,0
1343,37,66554.07254619525,IT,3,9.299727352461558,1
1344,29,77859.69412179512,Finance,5,2.277948334168762,0
1345,30,74243.31203161986,HR,6,3.738176774444762,0
1346,-999,37726.53047325145,Sales,11,2.2532216013469855,0
1347,20,21691.182976470678,Finance,13,6.508076769635098,0
1348,20,74014.79866858911,Sales,2,3.756708971987838,0
1349,27,39496.81952376869,Sales,13,3.934970672613161,0
1350,32,56628.518971609745,HR,10,1.638243635391813,0
1351,38,42448.304609109604,?,9,4.148164556268327,0
1352,49,32970.293436299704,Finance,2,8.762468566614269,0
1353,43,68121.94092307182,?,0,3.0976553070175146,0
1354,33,71387.3274045397,Sales,8,7.256687195890591,1
1355,34,51352.34398909921,HR,9,6.666655104447334,0
1356,24,21134.365617826348,Marketing,3,8.771361475322038,1
1357,34,51806.33327621276,Finance,8,,0
1358,32,65877.0600810382,Marketing,12,9.798309643105389,1
1359,38,37816.32646838807,IT,12,6.24365781436329,0
1360,26,62750.39879668733,Finance,13,,0
1361,40,59770.35226240507,Marketing,5,9.203632532792657,1
1362,50,68689.37249401632,Sales,4,2.993655449017952,0
1363,33,61793.705526212296,Finance,11,1.505458089129818,0
1364,39,45403.96588677667,Finance,6,3.300751844158254,0
1365,41,77948.57252496737,HR,1,5.748072840994779,0
1366,-999,57622.05640459545,Sales,4,2.54436730358671,0
1367,37,59590.43190735102,IT,6,2.5071377006618967,0
1368,35,46000.98061390206,Marketing,4,5.163341923946378,0
1369,35,53350.766232127346,HR,4,1.2994117405242258,0
1370,27,46727.95928959649,Marketing,4,2.0969927427904342,0
1371,35,57405.809101148654,IT,0,4.742752054671528,0
1372,39,85675.62720213515,IT,9,1.5681691828716982,0
1373,49,39421.48285602966,Finance,8,4.5707955080997635,0
1374,44,35796.57903184889,IT,9,,0
1375,56,82067.55491240413,Marketing,2,5.06139952665803,0
1376,27,56860.14484272201,Sales,4,8.822573716627787,1
1377,43,49963.908920101254,Sales,9,5.770562095465592,0
1378,36,75598.57031094114,Finance,8,5.21182416230239,0
1379,56,50915.766903947035,Marketing,7,4.6963832085249955,0
1380,26,87390.14570320403,Marketing,5,8.358610404740375,1
1381,26,,IT,13,9.055509435998498,1
1382,29,52681.32887781446,Marketing,5,8.679182222774058,1
1383,13,92359.62319898256,HR,6,7.0619192031825175,1
1384,29,50914.27615494993,IT,10,2.236255713718068,0
1385,27,71131.4305801396,HR,8,,0
1386,36,64489.38870609738,Finance,5,1.414567573137797,0
1387,38,79526.11934098197,Sales,6,9.377416674911027,1
1388,53,83422.66795090279,Finance,11,6.947186767218193,0
1389,44,60480.0622359865,Sales,4,7.717265958819174,1
1390,29,,Finance,2,3.8041456562400606,0
1391,26,66899.58214408674,Marketing,4,8.610881700496082,1
1392,39,,HR,12,3.3364295533763064,0
1393,21,90200.80871289935,Sales,1,1.0147938140120472,0
1394,53,62048.02996624106,IT,14,4.3877346626862455,0
1395,-999,54520.17673031837,HR,8,6.136853328631661,0
1396,30,62770.204587973625,IT,14,5.3083437216897025,0
1397,17,39793.10565705455,HR,14,8.758685283189372,1
1398,48,45425.789422340225,HR,6,1.9486475736055024,0
1399,33,78006.20861916638,Finance,2,5.98441096570353,0
1400,47,50146.58581542906,Sales,2,5.616814148388167,0
1401,19,44296.3352597709,Sales,3,3.532536839549467,0
1402,29,68049.79128790929,HR,10,8.400053013193094,1
1403,35,77785.56231994496,Marketing,4,7.775637902939857,1
1404,35,70784.29965997601,Marketing,5,7.595732685986479,1
1405,30,74940.71528708725,IT,6,8.885732304426003,1
1406,41,48648.073671458085,IT,13,7.505061405593691,1
1407,24,38672.83999887234,Finance,2,3.086571625432538,0
1408,33,82520.0047793323,HR,0,7.3500644048472195,0
1409,36,55159.802417367966,IT,0,3.7693253205085946,0
1410,40,56237.50475317429,IT,13,3.179571853127235,0
1411,42,79922.91212773586,HR,9,1.657032336096646,0
1412,23,68343.4501410099,Finance,4,7.69625722312909,1
1413,19,,IT,2,7.3990086575483005,0
1414,47,92475.03517351625,Finance,4,3.1104952990668435,0
1415,38,50347.22654429785,Sales,1,7.744411150517403,0
1416,27,73917.60192121856,Finance,14,9.260567947841977,1
1417,50,60855.19687345627,Marketing,11,1.9722606174242134,0
1418,36,64028.88418294885,Marketing,6,3.0937297454809745,0
1419,-999,82927.02639618798,Finance,12,7.75234714678584,1
1420,35,67617.53634434435,Marketing,3,3.4705600615637042,0
1421,55,68074.4411857445,Sales,10,6.621975768553451,0
1422,52,76087.61005964704,HR,12,1.7304780201734307,0
1423,32,54525.70905685672,Marketing,5,,0
1424,44,47411.85498991491,Marketing,11,7.651822797936577,1
1425,41,44327.862089684495,?,4,7.178625487389272,1
1426,48,30504.65115935997,Sales,4,8.335648906082262,1
1427,25,90843.10694910484,HR,1,8.89706913942852,0
1428,41,43451.87451417475,Finance,6,7.958651511328824,1
1429,45,56681.19564621342,Finance,10,7.044289686450334,1
1430,17,,Sales,14,1.2855024263442805,0
1431,23,64611.10046713651,HR,9,5.814700060684997,0
1432,14,72236.05818808945,Sales,12,1.339279524233675,0
1433,32,72907.10232539618,HR,12,8.272610354044204,1
1434,42,51253.83842146592,Sales,2,3.886520720139618,0
1435,50,,Finance,7,6.061864367061288,0
1436,35,64238.69925732449,Finance,1,3.5150077658701235,0
1437,51,56269.633107246795,IT,10,8.042501299422643,1
1438,21,84110.18364029989,Marketing,14,8.978522739777123,1
1439,17,67364.62427457377,Sales,2,4.587782447917576,0
1440,34,71023.16679074726,IT,11,8.766301541598901,1
1441,38,69943.21903001118,Marketing,9,3.4036750671069917,0
1442,34,77602.10786227987,Sales,8,5.811948307679715,0
1443,14,62715.3233805556,HR,5,8.728852868548335,1
1444,34,40547.5207806623,Marketing,5,3.9329320835421133,0
1445,21,65995.31927628962,Finance,0,9.586380385702771,0
1446,41,50229.64659312257,IT,3,2.0969155160324524,0
1447,38,52070.74977375365,Marketing,0,1.164475627511556,0
1448,25,68795.4602813264,Marketing,8,9.137218173203715,1
1449,29,78574.24607150453,Finance,1,,0
1450,24,60319.073651040926,Sales,13,9.927002763527426,1
1451,34,64632.49518898446,HR,7,,0
1452,44,85533.22416952858,Finance,10,,0
1453,25,63611.297692328524,HR,6,5.838261631233093,0
1454,40,99025.24671270592,Sales,8,2.664282677204299,0
1455,29,68482.64468447317,Marketing,14,4.853396557271079,0
1456,27,33588.55861266273,HR,1,1.552826163338494,0
1457,33,71300.12431656799,IT,3,3.0153212901693056,0
1458,24,65717.37577324167,IT,11,4.269455167590095,0
1459,29,79346.29131124119,Finance,1,4.947827502214493,0
1460,23,70097.72026904937,Sales,1,9.79746632388004,0
1461,54,57923.16024024339,Finance,5,8.27079081115583,1
1462,35,41635.526455659514,Finance,1,,0
1463,28,56864.65114070962,Finance,8,5.833371832677768,0
1464,37,47242.1931868605,IT,3,8.559979845439091,1
1465,33,51292.14825292916,IT,13,4.0539055209014,0
1466,32,68828.67606630914,Finance,11,,0
1467,41,85048.56756527109,IT,10,9.944055778403548,1
1468,42,65920.07294734471,Sales,9,3.8316601804167894,0
1469,29,,?,12,7.066157813955706,1
1470,29,66669.0400233021,IT,3,8.598833777371443,1
1471,32,77949.47229968477,HR,13,9.24226825015605,1
1472,11,50853.25643520927,Finance,11,7.461394218460916,1
1473,19,57989.742499906235,Finance,11,3.5524713107542265,0
1474,48,60220.32292093796,Sales,8,3.9365393641205184,0
1475,51,48226.5253037664,Marketing,3,1.1868222891156779,0
1476,32,69724.20650765789,Marketing,6,7.847973799043587,1
1477,40,58185.77777088327,Sales,11,1.3846564545575624,0
1478,38,66292.98665860541,Sales,0,8.781871191424711,0
1479,65,46687.6173329685,Sales,11,2.0679455302708494,0
1480,46,53438.125495148844,Marketing,3,2.546888609223318,0
1481,33,70835.72036741656,Sales,2,5.2887382374901355,0
1482,25,54407.502718623495,?,1,7.6409237365186815,0
1483,18,85904.45776850107,Finance,0,2.2510198467916993,0
1484,37,,Finance,7,4.960639675598486,0
1485,27,63370.27088627829,HR,3,5.345661469690943,0
1486,20,73988.86247809634,HR,14,2.9105707750173218,0
1487,28,38724.51400600452,Finance,8,2.0400253901256855,0
1488,24,33587.86782028836,IT,2,8.527788306870756,0
1489,51,,Marketing,10,5.52219084786489,0
1490,43,78938.76155140773,Marketing,13,1.1294311238573767,0
1491,34,51722.127811613296,IT,11,8.226831711781934,1
1492,49,98372.98928502378,?,1,9.827144248731264,0
1493,35,51536.286020139174,Sales,13,6.453335758728226,0
1494,26,62768.269547955555,Finance,11,5.533375483756637,0
